STAFF,Employee No,Profit Center,Employee Name,Employee Position,Employee Location,People Group,Employee Category,Supervisor name,Join Date,Current Status,Termination Date,Apr Utilization%,May Utilization%,Jun Utilization%,Jul Utilization%,Aug Utilization%,Sep Utilization%,Oct Utilization%,Nov Utilization%,Dec Utilization%,Jan Utilization%,Feb Utilization%,Mar Utilization%,Total Hours,Total Available Hours,Total Work Hours,Total Leave Hours,Total Training Hours,Total BD Hours,Total NC Hours,Total Utilization%
Staff 17-18,80,PC - 1,Katuscha Pru,Level 4,Location 3,Client Service Staff,Confirmed Staff,Jordanna Danya,2011-05-31,Active,,0.00%,0.00%,0.00%,0.00%,0.00%,7.50%,0.00%,0.00%,0.00%,0.00%,0.00%,3.82%,2080.00,1572.50,18.00,476.00,31.50,0.00,1562.50,1.14%
Staff 17-18,81,PC - 3,Dolley Lolly,Level 6,Location 1,Client Service Staff,Resigned,Rosabel Saidee,2011-05-31,Resigned,2018-01-31,52.63%,100.00%,100.00%,38.79%,11.39%,28.38%,166.46%,162.50%,35.16%,0.00%,0,0,1584.00,1435.00,1116.00,136.00,13.00,0.00,571.00,77.77%
Staff 17-18,82,PC - 3,Tiena Hatti,Level 4,Location 1,Client Service Staff,Confirmed Staff,Tallia Eyde,2011-06-30,Active,,100.00%,100.00%,100.00%,95.24%,104.35%,100.00%,100.00%,100.00%,147.62%,100.00%,101.25%,100.00%,2080.00,2080.00,2162.00,0.00,0.00,0.00,0.00,103.94%
Staff 17-18,83,PC - 2,Jolyn Briney,Level 4,Location 9,Client Service Staff,Confirmed Staff,Marleah Bernadina,2011-06-30,Active,,29.84%,55.11%,27.94%,27.08%,82.39%,197.66%,149.65%,113.48%,49.11%,110.34%,104.38%,70.31%,2080.00,1740.50,1493.50,192.00,147.50,669.50,77.00,85.81%
Staff 17-18,84,PC - 1,Kary Mindy,Level 6,Location 3,Client Service Staff,Confirmed Staff (Part-Time 6 Hours),Madden Galvan,2011-06-30,Active,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,80.00%,131.82%,105.88%,110.53%,100.00%,106.12%,1678.00,515.00,537.00,1532.00,3.00,0.00,8.00,104.27%
Staff 17-18,86,PC - 1,Claudia Meaghan,Level 5,Location 8,Client Service Staff,Confirmed Staff,Erminie Ericka,2011-06-30,Active,,68.42%,100.00%,100.00%,93.28%,105.84%,100.00%,68.42%,55.00%,26.67%,0.00%,0.00%,36.36%,2080.00,1647.00,1047.00,376.00,57.00,560.00,48.00,63.57%
Staff 17-18,88,PC - 1,Dionne Ronna,Level 5,Location 3,Client Service Staff,Confirmed Staff,Em Cacilie,2011-06-30,Active,,50.00%,16.85%,19.05%,66.67%,61.11%,68.42%,75.00%,57.14%,15.38%,18.18%,7.50%,31.82%,2080.00,1708.00,695.00,328.00,44.00,0.00,1021.00,40.69%
Staff 17-18,90,PC - 1,Sibel Wrennie,Level 5,Location 3,Client Service Staff,Resigned,Rina Debee,2011-06-30,Resigned,2017-04-30,0.00%,0,0,0,0,0,0,0,0,0,0,0,144.00,0.00,0.00,144.00,0.00,0.00,16.00,0.00%
Staff 17-18,91,PC - 2,Jacquelyn Callie,Level 5,Location 7,Client Service Staff,Confirmed Staff,Marys Essy,2011-06-30,Active,,100.00%,86.36%,61.76%,58.33%,166.67%,100.00%,100.00%,95.90%,100.00%,96.55%,100.66%,41.67%,2080.00,1787.50,1696.00,280.00,12.50,80.00,104.00,94.88%
Staff 17-18,93,PC - 3,Gert Editha,Level 5,Location 1,Client Service Staff,Serving Notice Period,Tallia Eyde,2011-08-31,Active,,71.05%,0.00%,13.10%,0.00%,117.95%,45.00%,31.82%,32.53%,38.46%,0.00%,161.11%,34.52%,2080.00,1882.00,826.00,156.00,42.00,30.00,1042.00,43.89%
Staff 17-18,94,PC - 1,Ezmeralda Nisse,Level 4,Location 3,Client Service Staff,Confirmed Staff,Alvinia Ede,2011-08-31,Active,,46.67%,43.48%,45.00%,52.38%,111.76%,80.00%,25.00%,20.45%,10.43%,10.00%,21.05%,95.00%,2080.00,1819.00,856.00,224.00,37.00,0.00,979.00,47.06%
Staff 17-18,95,PC - 2,Naomi Rebekah,Level 5,Location 7,Client Service Staff,Confirmed Staff,Philippe Kizzie,2011-08-31,Active,,78.95%,77.78%,142.86%,4.76%,75.00%,80.63%,18.92%,88.95%,40.00%,140.91%,112.86%,38.89%,2080.00,1864.00,1430.00,176.00,40.00,0.00,574.00,76.72%
Staff 17-18,97,PC - 3,Rosalynd Catina,Level 5,Location 1,Client Service Staff,Confirmed Staff,Zaria Dawn,2011-09-30,Active,,126.32%,42.61%,32.00%,0.00%,40.00%,137.14%,70.00%,32.95%,103.91%,85.00%,75.00%,46.05%,2080.00,1882.00,1200.00,152.00,46.00,0.00,779.00,63.76%
Staff 17-18,99,PC - 3,Marybeth Cornelia,Level 5,Location 1,Client Service Staff,Confirmed Staff,Zaria Dawn,2011-09-30,Active,,26.32%,140.91%,100.00%,95.24%,-12.80%,190.83%,100.00%,42.86%,78.53%,100.00%,45.00%,68.18%,2080.00,1904.00,1549.00,168.00,8.00,0.00,456.00,81.36%
Staff 17-18,100,PC - 2,Nancee Deirdre,Level 4,Location 7,Client Service Staff,Confirmed Staff,Annnora Gabrielle,2011-09-30,Active,,0.00%,0.00%,58.75%,81.55%,60.53%,68.56%,66.67%,21.25%,1.67%,16.67%,45.00%,0.00%,2080.00,1832.00,648.70,248.00,0.00,0.00,1183.80,35.41%
Staff 17-18,101,PC - 3,Orsa Margeaux,Level 4,Location 1,Client Service Staff,Confirmed Staff,Cacilia Aimee,2011-11-30,Active,,32.89%,24.46%,107.14%,35.71%,0.00%,89.29%,14.20%,33.52%,121.88%,12.64%,25.63%,20.00%,2080.00,1988.00,820.00,88.00,4.00,0.00,1168.00,41.25%
Staff 17-18,103,PC - 1,Lian Harley,Level 4,Location 3,Client Service Staff,Confirmed Staff,Jordanna Danya,2011-11-30,Active,,0.00%,0.00%,72.73%,0.00%,0.00%,47.62%,16.07%,14.20%,0.00%,0.00%,0.00%,13.64%,2080.00,2055.50,284.00,24.00,0.50,0.00,1782.50,13.82%
Staff 17-18,104,PC - 3,Ali Elsinore,Level 4,Location 1,Client Service Staff,Confirmed Staff,Revkah Stephie,2011-12-31,Active,,100.00%,100.00%,26.32%,16.23%,57.89%,90.63%,0.00%,0.00%,50.00%,19.05%,0.00%,0.00%,2080.00,1788.00,652.00,268.00,24.00,0.00,1136.00,36.47%
Staff 17-18,105,PC - 2,Dore Natalya,Level 3,Location 7,Client Service Staff,Confirmed Staff,Daryl Natalina,2012-01-31,Active,,5.26%,13.07%,19.32%,5.00%,0.00%,1.25%,55.59%,73.81%,196.88%,0.00%,9.87%,26.25%,2080.00,1904.00,592.50,168.00,8.00,715.50,728.00,31.12%
Staff 17-18,107,PC - 3,Willette Lil,Level 4,Location 1,Client Service Staff,Confirmed Staff,Cacilia Aimee,2012-01-31,Active,,36.84%,54.55%,38.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2080.00,2000.00,216.00,80.00,0.00,0.00,1784.00,10.80%
Staff 17-18,108,PC - 2,Sashenka Channa,Level 6,Location 7,Client Service Staff,Confirmed Staff,Frances Mignonne,2012-01-31,Active,,52.63%,-25.00%,0.00%,170.00%,104.35%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,161.90%,2080.00,1208.00,880.00,872.00,0.00,256.00,128.00,72.85%
Staff 17-18,109,PC - 3,Deloris Gabriella,Level 5,Location 5,Client Service Staff,Confirmed Staff,Kynthia Hildy,2012-02-29,Active,,7.89%,28.26%,0.00%,6.55%,0.00%,11.03%,0.00%,3.98%,0.00%,0.00%,0.00%,0.00%,2080.00,1962.00,97.00,112.00,6.00,0.00,1870.00,4.94%
Staff 17-18,110,PC - 3,Zaneta Arlette,Level 5,Location 1,Client Service Staff,Confirmed Staff,Kalindi Toma,2012-03-31,Active,,150.00%,86.36%,113.64%,-63.52%,50.00%,77.99%,8.33%,9.68%,4.08%,10.53%,0.00%,97.62%,2080.00,1757.75,716.00,288.00,34.25,0.00,1137.75,40.73%
Staff 17-18,111,PC - 2,Hattie Eve,Level 6,Location 7,Client Service Staff,Resigned,Trenna Mureil,2012-04-30,Resigned,2018-02-28,100.00%,100.00%,100.00%,53.33%,51.14%,6.25%,22.73%,31.25%,0.00%,0.00%,0.00%,0,1840.00,1696.00,769.00,144.00,0.00,0.00,982.00,45.34%
Staff 17-18,113,PC - 3,Beryle Lisha,Level 5,Location 1,Client Service Staff,Confirmed Staff,Guenevere Florida,2012-04-30,Active,,0.00%,45.45%,0.00%,142.86%,13.25%,31.50%,0.00%,0.00%,0.00%,41.67%,0.00%,25.00%,2080.00,1822.00,480.00,240.00,18.00,0.00,1423.00,26.34%
Staff 17-18,114,PC - 3,Iormina Lucienne,Level 5,Location 1,Client Service Staff,Confirmed Staff,Trudey Lissi,2012-04-30,Active,,10.00%,15.91%,9.09%,16.07%,53.75%,95.00%,50.00%,45.45%,31.25%,110.03%,50.00%,71.59%,2080.00,1943.50,898.50,136.00,0.50,80.00,965.00,46.23%
Staff 17-18,115,PC - 3,Mathilda Tomi,Level 5,Location 4,Client Service Staff,Confirmed Staff,Oriana Tabby,2012-04-30,Active,,74.34%,65.58%,106.55%,95.00%,76.47%,82.05%,204.76%,105.26%,100.00%,100.00%,76.14%,100.00%,2080.00,1721.00,1713.00,320.00,39.00,16.00,134.00,99.54%
Staff 17-18,118,PC - 3,Suzi Catherin,Level 6,Location 1,Client Service Staff,Confirmed Staff,Nerita Anet,2012-05-31,Active,,0.00%,95.45%,107.89%,78.67%,104.76%,100.00%,100.00%,100.00%,100.00%,83.33%,70.00%,123.81%,2080.00,1838.00,1634.00,224.00,18.00,0.00,264.00,88.90%
Staff 17-18,119,PC - 3,Eydie Francine,Level 5,Location 1,Client Service Staff,Resigned,Lenora Nydia,2012-05-31,Resigned,2018-04-30,56.25%,0.00%,19.05%,47.62%,80.00%,100.00%,50.00%,100.00%,78.57%,40.00%,0.00%,0.00%,2080.00,1888.00,864.00,192.00,0.00,0.00,1024.00,45.76%
Staff 17-18,120,PC - 2,Tersina Cecily,Level 5,Location 7,Client Service Staff,Confirmed Staff,Marys Essy,2012-05-31,Active,,100.00%,75.29%,57.64%,122.64%,59.38%,93.75%,100.00%,100.00%,100.00%,100.00%,101.05%,101.27%,2080.00,1693.50,1554.50,336.00,50.50,0.00,225.00,91.79%
Staff 17-18,121,PC - 1,Conni Athene,Level 5,Location 3,Client Service Staff,Confirmed Staff,Alvinia Ede,2012-05-31,Active,,100.00%,20.00%,50.00%,0.00%,106.25%,100.00%,25.00%,2.84%,83.33%,0.00%,29.41%,95.81%,2080.00,1815.00,885.00,152.00,113.00,0.00,962.00,48.76%
Staff 17-18,122,PC - 1,Sybil Georgianna,Level 4,Location 3,Client Service Staff,Confirmed Staff,Jordanna Danya,2012-05-31,Active,,0.00%,65.22%,75.00%,10.06%,140.34%,181.82%,21.62%,86.36%,36.72%,0.00%,0.00%,66.67%,2080.00,1787.00,974.00,284.00,9.00,0.00,821.00,54.50%
Staff 17-18,124,PC - 1,Stacey Cassey,Level 5,Location 3,Client Service Staff,Secondee-Outward-Without Pay,Tallia Eyde,2012-06-30,Secondment,,36.84%,0.00%,0.00%,15.79%,19.05%,61.11%,0,0,0,0,0,0,1040.00,968.00,200.00,72.00,0.00,0.00,768.00,20.66%
Staff 17-18,125,PC - 3,Vivyanne Mia,Level 6,Location 5,Client Service Staff,Confirmed Staff,Nikolia Shirl,2012-06-30,Active,,70.14%,75.63%,0.00%,0.00%,5.00%,223.81%,100.00%,100.00%,100.00%,100.00%,100.00%,30.25%,2080.00,1716.00,1370.00,328.00,36.00,128.00,250.00,79.84%
Staff 17-18,126,PC - 3,Pier Valenka,Level 7,Location 1,Client Service Staff,Resigned,Rosabel Saidee,2012-06-30,Resigned,2017-10-31,135.00%,81.25%,41.82%,52.38%,100.00%,75.68%,0.00%,0,0,0,0,0,1120.00,1025.00,773.00,95.00,0.00,0.00,252.00,75.41%
Staff 17-18,127,PC - 2,Dorene Esmaria,Level 6,Location 7,Client Service Staff,Confirmed Staff,Trenna Mureil,2012-07-31,Active,,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,68.18%,131.88%,0.00%,0.00%,136.36%,2080.00,2016.00,731.00,64.00,0.00,0.00,1408.00,36.26%
Staff 17-18,128,PC - 3,Nerita Anet,Level 4,Location 1,Client Service Staff,Confirmed Staff,Cacilia Aimee,2012-07-31,Active,,10.00%,2.17%,46.59%,18.07%,3.60%,40.48%,0.00%,3.98%,4.72%,0.00%,1.88%,1.20%,2080.00,1954.00,222.00,104.00,22.00,1761.00,0.00,11.36%
Staff 17-18,129,PC - 1,Dael Miranda,Level 6,Location 8,Client Service Staff,Resigned,Lindy Marguerite,2012-07-31,Resigned,2017-08-31,75.00%,0.00%,17.65%,0.00%,52.63%,0,0,0,0,0,0,0,840.00,800.00,224.00,40.00,0.00,0.00,576.00,28.00%
Staff 17-18,130,PC - 1,Cinnamon Adelaida,Level 6,Location 8,Client Service Staff,Resigned,Lindy Marguerite,2012-07-31,Resigned,2018-01-31,85.00%,104.35%,133.33%,105.95%,125.00%,125.00%,100.00%,121.25%,98.29%,100.00%,0.00%,0.00%,1688.00,1287.50,1656.00,376.00,24.50,0.00,80.00,128.62%
Staff 17-18,131,PC - 3,Alicea Doroteya,Level 6,Location 1,Client Service Staff,Confirmed Staff,Agata Theodosia,2012-07-31,Active,,100.00%,57.83%,105.00%,59.52%,104.76%,78.57%,100.00%,100.00%,119.53%,100.00%,105.00%,85.00%,2080.00,1838.00,1701.00,208.00,34.00,0.00,194.00,92.55%
Staff 17-18,133,PC - 3,Kylen Evania,Level 4,Location 5,Client Service Staff,Resigned,0,2012-08-31,Resigned,2017-11-30,10.53%,0.00%,0.00%,25.00%,25.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,1368.00,1232.00,96.00,136.00,0.00,1136.00,40.00,7.79%
Staff 17-18,791,PC - 3,Refugia Morganti,Level 5,Location 1,Client Service Staff,Confirmed Staff,Guenevere Florida,2012-09-30,Active,,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,520.00,480.00,0.00,40.00,0.00,0.00,480.00,0.00%
Staff 17-18,136,PC - 1,Roberta Karylin,Level 7,Location 3,Client Service Staff,Resigned,Jillana Vivi,2012-10-31,Resigned,2017-04-30,25.00%,0,0,0,0,0,0,0,0,0,0,0,152.00,152.00,38.00,0.00,0.00,0.00,122.00,25.00%
Staff 17-18,138,PC - 1,Marris Gilda,Level 5,Location 3,Client Service Staff,Confirmed Staff,Irene Candis,2012-11-30,Active,,0.00%,3.80%,0.00%,0.00%,2.84%,29.38%,16.67%,18.18%,66.67%,0.00%,0.00%,17.50%,2080.00,1872.00,187.00,200.00,8.00,0.00,1685.00,9.99%
Staff 17-18,139,PC - 2,Dora Jobi,Level 5,Location 7,Client Service Staff,Resigned,Philippe Kizzie,2012-11-30,Resigned,2017-10-31,70.59%,54.55%,1.79%,44.30%,9.38%,11.25%,0.00%,0,0,0,0,0,1168.00,1021.00,291.00,104.00,43.00,92.00,708.00,28.50%
Staff 17-18,140,PC - 1,Vinni Calypso,Level 4,Location 8,Client Service Staff,Confirmed Staff,Kippy Marquita,2012-12-31,Active,,63.16%,65.22%,88.14%,34.15%,51.16%,94.44%,36.84%,10.00%,37.50%,21.05%,33.33%,41.18%,2080.00,1806.00,856.00,256.00,18.00,0.00,950.00,47.40%
Staff 17-18,141,PC - 1,Cherry Fancie,Level 5,Location 3,Client Service Staff,Resigned,Kippy Marquita,2012-12-31,Resigned,2018-02-28,50.00%,48.89%,56.25%,100.00%,66.67%,61.25%,52.94%,70.00%,100.00%,57.14%,50.00%,0,1880.00,1668.00,1074.00,204.00,8.00,0.00,594.00,64.39%
Staff 17-18,142,PC - 3,Holli Lizabeth,Level 6,Location 1,Client Service Staff,Confirmed Staff,Willette Lil,2013-01-31,Active,,0.00%,173.91%,147.73%,95.24%,104.35%,100.00%,100.00%,52.63%,162.50%,100.00%,100.00%,32.14%,2080.00,1824.00,1842.00,256.00,0.00,0.00,218.00,100.99%
Staff 17-18,145,PC - 3,Libbey Rita,Level 5,Location 1,Client Service Staff,Confirmed Staff,Nikolia Shirl,2013-03-31,Active,,0.00%,54.55%,171.43%,100.00%,100.00%,100.00%,100.00%,54.55%,100.00%,100.00%,100.00%,100.00%,2080.00,1760.00,1560.00,320.00,0.00,0.00,240.00,88.64%
Staff 17-18,146,PC - 3,Rosabel Saidee,Level 4,Location 1,Client Service Staff,Confirmed Staff,Cacilia Aimee,2013-04-30,Active,,11.11%,78.41%,7.89%,0.00%,23.81%,95.00%,90.48%,104.76%,100.00%,100.00%,88.24%,100.00%,2080.00,1928.00,1294.00,152.00,0.00,68.00,572.00,67.12%
Staff 17-18,149,PC - 3,Kaela Chad,Level 6,Location 1,Client Service Staff,Confirmed Staff,Dottie Bidget,2013-04-30,Active,,133.33%,100.00%,105.56%,108.93%,100.00%,14.29%,9.64%,177.27%,70.59%,100.00%,88.75%,85.63%,2080.00,1861.00,1732.00,200.00,19.00,0.00,232.00,93.07%
Staff 17-18,150,PC - 2,Wynn Sandra,Level 5,Location 7,Client Service Staff,Confirmed Staff,Marys Essy,2013-04-30,Active,,100.00%,100.00%,108.11%,88.10%,0.00%,107.50%,176.32%,115.48%,112.50%,100.00%,100.00%,154.55%,2080.00,1772.00,1878.00,288.00,20.00,0.00,193.00,105.98%
Staff 17-18,151,PC - 2,Chrissy Cassie,Level 6,Location 7,Client Service Staff,Confirmed Staff,Laetitia Yoshi,2013-04-30,Active,,100.00%,100.00%,100.00%,95.24%,105.06%,100.00%,100.00%,151.25%,100.00%,100.00%,100.00%,100.00%,2080.00,1746.00,1828.00,304.00,30.00,0.00,0.00,104.70%
Staff 17-18,152,PC - 3,Eilis Carina,Level 6,Location 1,Client Service Staff,Confirmed Staff,Dottie Bidget,2013-05-31,Active,,100.00%,160.00%,127.27%,-50.00%,173.56%,100.00%,100.00%,100.00%,0.00%,74.84%,50.00%,47.62%,2080.00,1373.50,1061.50,704.00,2.50,0.00,320.00,77.28%
Staff 17-18,154,PC - 1,Enrika Vera,Level 7,Location 3,Client Service Staff,Resigned,Nerissa Jackquelin,2013-05-31,Resigned,2017-09-30,200.00%,100.00%,100.00%,100.00%,100.00%,266.67%,0,0,0,0,0,0,920.00,816.00,1048.00,104.00,0.00,0.00,0.00,128.43%
Staff 17-18,155,PC - 1,Marietta Alyss,Level 6,Location 3,Client Service Staff,Confirmed Staff,Em Cacilie,2013-05-31,Active,,100.00%,100.00%,100.00%,103.23%,67.31%,82.58%,122.50%,100.60%,100.00%,100.00%,100.00%,100.00%,2080.00,1766.00,1742.00,304.00,10.00,0.00,40.00,98.64%
Staff 17-18,158,PC - 2,Breena Clarita,Level 6,Location 7,Client Service Staff,Confirmed Staff,Marys Essy,2013-05-31,Active,,100.00%,100.00%,100.00%,6.02%,98.86%,100.00%,100.00%,100.00%,131.25%,111.89%,60.00%,118.18%,2080.00,1900.00,1798.00,168.00,12.00,0.00,223.00,94.63%
Staff 17-18,159,PC - 2,Grata Rochella,Level 5,Location 7,Client Service Staff,Confirmed Staff,Philippe Kizzie,2013-05-31,Active,,0.00%,11.03%,43.59%,112.00%,74.22%,44.44%,30.00%,43.13%,53.81%,102.63%,0.00%,34.72%,2080.00,1674.00,731.00,256.00,150.00,0.00,1018.00,43.67%
Staff 17-18,160,PC - 2,Chicky Karita,Level 5,Location 9,Client Service Staff,Confirmed Staff,Marleah Bernadina,2013-05-31,Active,,40.00%,0.00%,71.43%,68.42%,135.00%,100.00%,100.00%,100.28%,107.69%,100.00%,22.22%,118.60%,2080.00,1727.50,1420.00,304.00,48.50,276.00,48.00,82.20%
Staff 17-18,161,PC - 2,Martina Charline,Level 6,Location 9,Client Service Staff,Confirmed Staff,Marleah Bernadina,2013-05-31,Active,,100.00%,100.00%,100.00%,100.00%,109.52%,100.00%,73.68%,124.05%,100.00%,100.00%,46.15%,111.11%,2080.00,1779.50,1753.50,288.00,12.50,0.00,52.00,98.54%
Staff 17-18,162,PC - 3,Roslyn Donielle,Level 5,Location 1,Client Service Staff,Confirmed Staff,Nikolia Shirl,2013-05-31,Active,,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,2080.00,1708.75,1708.75,360.00,11.25,0.00,0.00,100.00%
Staff 17-18,163,PC - 3,Gabriell Kimberlyn,Level 6,Location 2,Client Service Staff,Resigned,Rosabel Saidee,2013-05-31,Resigned,2017-11-30,100.00%,100.00%,100.00%,100.00%,26.67%,160.00%,100.00%,72.73%,0,0,0,0,1304.00,1200.00,1184.00,104.00,0.00,64.00,40.00,98.67%
Staff 17-18,164,PC - 3,Brittney Drusie,Level 6,Location 1,Client Service Staff,Resigned,0,2013-05-31,Resigned,2016-05-31,0,0,0,0,0,0.00%,0,0,0,0,0,0,0.00,0.00,-32.00,0.00,0.00,0.00,0.00,0.00%
Staff 17-18,165,PC - 3,Benedikta Kirbee,Level 5,Location 1,Client Service Staff,Confirmed Staff,Revkah Stephie,2013-05-31,Active,,100.00%,100.00%,-45.45%,8.54%,0.00%,92.86%,100.00%,100.57%,182.50%,103.61%,100.00%,100.00%,2080.00,1864.75,1412.75,184.00,31.25,0.00,566.00,75.76%
Staff 17-18,166,PC - 3,Farah Margarethe,Level 7,Location 1,Client Service Staff,Confirmed Staff,Nerita Anet,2013-05-31,Active,,100.00%,115.91%,107.14%,101.82%,100.00%,100.00%,90.91%,100.00%,100.00%,100.00%,100.00%,94.44%,2080.00,1869.00,1888.00,200.00,11.00,0.00,24.00,101.02%
Staff 17-18,167,PC - 3,Ashla Charmane,Level 6,Location 1,Client Service Staff,Resigned,Vonni Bethena,2013-05-31,Resigned,2018-04-30,73.68%,85.00%,114.29%,47.62%,85.71%,120.00%,100.00%,80.95%,126.67%,110.00%,95.00%,100.00%,2080.00,1840.00,1728.00,240.00,0.00,0.00,136.00,93.91%
Staff 17-18,168,PC - 5,Fan Ivett,Level 6,Location 1,Client Service Staff,Resigned,Guenevere Florida,2013-05-31,Resigned,2017-04-30,0.00%,0,0,0,0,0,0,0,0,0,0,0,120.00,120.00,0.00,0.00,0.00,0.00,120.00,0.00%
Staff 17-18,170,PC - 2,Eveline Ruthanne,Level 6,Location 7,Client Service Staff,Confirmed Staff,Marys Essy,2013-05-31,Active,,100.00%,100.00%,100.00%,101.82%,95.00%,5.00%,210.53%,63.41%,125.00%,46.88%,153.91%,114.47%,2080.00,1689.00,1678.00,368.00,23.00,0.00,176.00,99.35%
Staff 17-18,171,PC - 2,Bertine Davine,Level 7,Location 7,Client Service Staff,Resigned,Laetitia Yoshi,2013-05-31,Resigned,2017-06-30,35.29%,150.00%,100.00%,0,0,0,0,0,0,0,0,0,400.00,384.00,392.00,16.00,0.00,0.00,-8.00,102.08%
Staff 17-18,172,PC - 3,Trisha Edi,Level 6,Location 1,Client Service Staff,Serving Notice Period,Tiena Hatti,2013-05-31,Active,,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,90.91%,109.09%,100.00%,100.00%,100.00%,100.00%,2080.00,2080.00,2080.00,0.00,0.00,0.00,0.00,100.00%
Staff 17-18,173,PC - 2,Felicia Catherina,Level 7,Location 7,Client Service Staff,Resigned,0,2013-06-30,Resigned,2017-08-31,0.00%,62.50%,143.75%,111.90%,115.79%,0,0,0,0,0,0,0,856.00,808.00,704.00,40.00,8.00,0.00,272.00,87.13%
Staff 17-18,175,PC - 2,Belle Kora,Level 6,Location 9,Client Service Staff,Confirmed Staff,Jolyn Briney,2013-06-30,Active,,100.00%,100.00%,115.91%,95.24%,73.81%,150.00%,53.85%,41.67%,63.49%,123.81%,105.00%,100.00%,2080.00,1790.00,1728.00,288.00,2.00,104.00,16.00,96.54%
Staff 17-18,176,PC - 2,Clementina Neila,Level 6,Location 7,Client Service Staff,Confirmed Staff,Trenna Mureil,2013-06-30,Active,,100.00%,100.00%,96.97%,0.00%,0.00%,96.13%,103.98%,105.11%,100.00%,100.00%,100.00%,88.10%,2080.00,1769.00,1525.50,288.00,23.00,24.00,241.00,86.24%
Staff 17-18,177,PC - 1,Sheila Papagena,Level 5,Location 3,Client Service Staff,Confirmed Staff,Alvinia Ede,2013-06-30,Active,,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,88.81%,110.56%,93.33%,100.00%,100.64%,100.00%,2080.00,1804.50,1797.50,240.00,35.50,0.00,8.00,99.61%
Staff 17-18,178,PC - 3,Tamiko Roselia,Level 6,Location 1,Client Service Staff,Confirmed Staff,Willette Lil,2013-06-30,Active,,50.00%,93.84%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,101.73%,101.05%,100.00%,88.57%,2080.00,1794.50,1691.00,224.00,61.50,0.00,106.50,94.23%
Staff 17-18,179,PC - 3,Margret Maure,Level 7,Location 1,Client Service Staff,Resigned,Orsa Margeaux,2013-06-30,Resigned,2017-09-30,100.00%,40.91%,94.74%,147.62%,100.00%,204.55%,0,0,0,0,0,0,960.00,920.00,980.00,40.00,0.00,0.00,160.00,106.52%
Staff 17-18,180,PC - 1,Crysta Ofelia,Level 6,Location 3,Client Service Staff,Confirmed Staff,Cynthia Leonora,2013-06-30,Active,,94.74%,65.22%,5.68%,88.65%,0.00%,231.43%,100.00%,100.00%,100.00%,0.00%,235.71%,70.83%,2080.00,1767.25,1409.25,288.00,24.75,0.00,438.00,79.74%
Staff 17-18,181,PC - 1,Gloria Robbyn,Level 6,Location 3,Client Service Staff,Confirmed Staff,Trudey Lissi,2013-06-30,Active,,101.25%,100.00%,100.00%,114.93%,100.00%,100.00%,105.51%,100.00%,100.00%,100.63%,100.63%,100.00%,2080.00,1810.75,1841.50,212.00,57.25,0.00,16.00,101.70%
Staff 17-18,182,PC - 1,Fanni Jacki,Level 6,Location 3,Client Service Staff,Resigned,Cynthia Leonora,2013-06-30,Resigned,2017-09-30,100.00%,100.00%,100.00%,95.24%,29.55%,92.05%,0,0,0,0,0,0,960.00,952.00,813.00,8.00,0.00,0.00,139.00,85.40%
Staff 17-18,183,PC - 3,Guillemette Gerda,Level 6,Location 4,Client Service Staff,Confirmed Staff,Danette Melinda,2013-06-30,Active,,133.33%,100.00%,126.56%,79.67%,46.67%,154.55%,100.00%,100.00%,84.62%,100.00%,60.00%,147.87%,2080.00,1778.25,1852.00,264.00,37.75,0.00,97.00,104.15%
Staff 17-18,184,PC - 3,Deeann Dela,Level 6,Location 5,Client Service Staff,Confirmed Staff,Deloris Gabriella,2013-06-30,Active,,184.21%,75.00%,50.00%,105.00%,104.76%,100.00%,64.71%,102.33%,100.00%,66.43%,32.50%,177.50%,2080.00,1787.00,1743.00,280.00,13.00,0.00,256.00,97.54%
Staff 17-18,186,PC - 3,Vanessa Phillie,Level 6,Location 4,Client Service Staff,Confirmed Staff,Danette Melinda,2013-06-30,Active,,100.00%,100.00%,95.00%,89.81%,80.56%,25.00%,29.41%,0.00%,0.00%,0.00%,66.67%,0.00%,2080.00,1393.50,777.00,664.00,22.50,0.00,624.50,55.76%
Staff 17-18,187,PC - 3,Kali Gwendolyn,Level 5,Location 1,Client Service Staff,Confirmed Staff,Zaria Dawn,2013-06-30,Active,,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,100.00%,-77.78%,0.00%,0.00%,0.00%,1904.00,500.85,31.35,1547.00,12.15,122.50,367.00,6.26%
